text,symptom
"आज काहीतरी विचित्र वाटत होतं. क्लासमध्ये शिरताच पोटात कालवाकालव झाली. कोण जाणे, कशाची भीती वाटत होती—अपयशाची, expectations पूर्ण न होण्याची? मित्राने बोलायचा प्रयत्न केला, पण मी शांतच होतो. त्याला कदाचित वाटलं मी avoid करतोय. Internship applications पण डोक्यात घोळतायत. Selection नाही झालं तर? मन शांत बसत नाही.
","10,12,13,14,16"
"रूममेटवर चिडलो आज. काहीच कारण नव्हतं, पण आधीच tension मध्ये होतो. Assignments, deadlines, future—सगळं डोक्यावर आलंय. लॅपटॉपसमोर बसून कित्येक तास गेले, पण काही समजत नव्हतं. फक्त मागच्या काही आठवड्यातल्या चुका आठवत होत्या. बंद करायचंय हे overthinking, पण कसं? झोपायचं प्रयत्न केला तरी शरीर शांत होत नाही.
","10,11,12,13,14,15,16"
"कितीही मेहनत केली, तरी पुरेसं वाटत नाही. Notes परत परत वाचतोय, assignments check करतोय, पण confidence मिळत नाही. Marks ठीक आहेत, पण तरी मी कुठेतरी कमी पडतोय असं वाटतंय. मित्र म्हणाला की मी खूप distant झालोय. त्याला काय सांगू? मी फक्त ""थकलोय"" एवढंच म्हणालो. खरंच, मी खूप थकलोय. विचारांमध्ये अडकून पडलोय.
","10,11,12,13,14"
"आज सकाळी जाग आली तेव्हाच छातीत एक जडपणा जाणवला. दिवस सुरू होण्याच्या आधीच सगळं क्लिष्ट वाटत होतं. कितीही प्रयत्न केला तरी डोक्यातून विचार जात नव्हते—सगळं चुकलं तर? अपेक्षांचं ओझं पेलवत नाहीये. YouTube वर काहीतरी बघून मन शांत करायचं ठरवलं, पण लक्षच केंद्रित होईना. मेंदू सतत worst-case scenarios वर विचार करत राहिला.
क्लासमध्ये बसलो, पण मनाने कुठेतरी दूर होतो. प्रत्येक विषय समजून घ्यायचा प्रयत्न करतोय, पण लक्ष लागत नाही. मला खरंच काही येतंय का? की मी फक्त वेळ घालवत आहे?
संध्याकाळी library मध्ये अभ्यासाला बसलो, पण पाच मिनिटांतच अस्वस्थ वाटायला लागलं. मनात विचारांचं वादळ सुरू झालं—career, exams, भविष्यात काय होईल... सगळं एकाच वेळी overwhelm करू लागलं. कितीही प्रयत्न केला तरी शांत बसू शकलो नाही. उठून बाहेर आलो. चालत राहिलो, विचार करत राहिलो. पण कुठलाही विचार समाधान देत नव्हता.
","10,11,12,13,14,15,16"
"आज शेवटी थोडं शांत बसायचं ठरवलं. Morning walk ला गेलो, पण मन स्थिर होत नव्हतं. अजूनही काळजी आहे, पण त्यात फारसा फरक जाणवत नाही. रोज तोच संघर्ष वाटतो—कधी संपेल हेच कळत नाही.
क्लासमध्ये group discussion होतं. मनात भीती होती—माझं काहीतरी चुकलं तर? मी चुकीचं बोललो तर? पण विचार करता करता लक्षात आलं, प्रत्येक जण कधी ना कधी चुका करतो. एक छोटा प्रयत्न म्हणून participate केलं. बोलता बोलता जाणवलं की मला एवढं कमी लेखायची गरज नाही.
तरीही रात्री अभ्यास करताना तेच विचार पुन्हा येऊ लागले. मी खरंच योग्य दिशेने चाललोय का? भविष्यात चांगली job मिळेल का? कितीही थकलो असलो तरी झोप येत नव्हती. डोळे मिटले तरी मन शांत होत नव्हतं.
कधी एकदा हे सारं संपतंय, कधी एकदा खरंच मुक्त वाटतंय असं झालं
","10,11,12,13,14,16"
P18,
"आज सकाळी उठल्यापासूनच मनात काहीतरी विचित्र वाटत होतं, जणू काहीतरी वाईट होणार आहे. सारखं दुर्लक्ष करायचा प्रयत्न केला, पण ते विचार मनातून जातच नव्हते. Lecture मध्ये हात शांत बसत नव्हते, सारखं notebook वर टकटक करत होते. आज presentation होतं, आणि मनात भीती होती की काही चुकलं तर? झाल्यावर सुद्धा मन शांत झालंच नाही. अगदी छोट्या-छोट्या गोष्टी त्रास देऊ लागल्या—classmate चं जोरात चावणं, मागच्या बाकावर कोणी बोलणं. आराम करायचा प्रयत्न केला, पण विचार एका मागोमाग एक डोक्यात यायचे थांबतच नव्हते.
","10,11,12,13,14,15,16"
"आज पुन्हा एक लांब दिवस. पण इतकं दमलं तरी डोकं शांत होत नाही. सारखं thyroid level चा विचार येतोय—काय माहित ते वाढले असतील का? वजन uncontrollably वाढायला लागलं तर? हे विचार सुरू झाले की थांबत नाहीत. एवढंच नाही तर लहान-लहान गोष्टींवर चिडायला लागले. एक मैत्रीण café चे plan बदलले म्हणून चिडले, खरं तर फार मोठी गोष्ट नव्हती, पण reaction जास्त झाली. खोलीत सारखी इकडे तिकडे फिरत होते, बसवेना, पण शरीर मात्र पूर्ण थकलेलं होतं. शांत राहायचा प्रयत्न करतेय, पण कसं करावं कळत नाही.
","10,11,12,13,14,15,16"
"विचारांपासून लक्ष वळवायचा कितीही प्रयत्न केला तरी परत तेच तेच डोक्यात येतंय. काल रात्री तासभर thyroid बद्दल research करत होते, पण त्याने उलट अजून टेन्शन आलं. उगाचच वाटतंय की energy levels कमी झाले तर? कामाच्या लोड मुळे मी खूप weak होईन का? पोटाला विचित्र tension जाणवतंय, आणि शरीर जड वाटतंय. आज environment मधल्या छोट्या आवाजांनी सुद्धा irritate झालं. भाऊने साधा प्रश्न विचारला तरी मी त्याच्यावर चिडले. मला असं वागायचं नाहीये, पण माझ्या हातात राहिलं नाही.
","10,11,12,13,14,15,16"
"आज marketing workshop होती, जे मला normally enjoy करायला आवडतं. पण workshop सुरू असतानाही विचार कुठेतरी health आणि future कडेच जात होते. करिअर आणि health एकत्र handle करू शकेन का? काहीतरी गुदमरल्यासारखं वाटतंय. एका छोट्या गोष्टीवर राग आला—waiter ने ऑर्डर उशिरा आणली म्हणून. पण इतकी चिडचिड करणं माझ्या स्वभावात नाहीये. Deep breathing try केलं, पण त्याने काही फरकच पडला नाही. शरीर आणि मन दोन्ही relax व्हायलाच तयार नाहीत.
","10,11,12,13,14,16"
"सतत काहीतरी चिंता करणं थांबतच नाहीये. Assignments, health, career—सगळंच एका वेळी urgent वाटतंय. एका कामावर लक्ष केंद्रितच करता येत नाहीये. बसले तरी पाय थरथरतात. मैत्रिणीने विचारलं, ""तू ठीक आहेस का?"" मी हसून ""हो"" म्हणाले, पण खरं सांगायचं तर, विचार थांबतच नाहीयेत. Roommate ने गाणी लावली, खरंतर आवाज जास्त नव्हता, पण मला सहनच झाला नाही.
","10,11,12,13,14,15,16"
"आज खूप थकल्यासारखं वाटतंय. Back-to-back assignments आहेत, पण मन सतत worst-case scenario कडे जातंय. ""चुकीचं काही होईल का?"", ""मी पुरेशी capable आहे का?"" असे विचार येत आहेत. Random moments ला heart beating वाढतेय. बसले तरी हात थरथरतात. Classmate ने काहीतरी विचारलं, पण मी त्याच्यावर खूप कठोरपणे बोलले. Relax करायचा प्रयत्न करतेय, पण मेंदू ऐकायलाच तयार नाही.
","10,11,12,13,14,15"
"काल रात्री झोपच लागली नाही. Presentation चं सतत टेन्शन येत होतं—""काहीतरी चुकलं तर?"", ""Slides चालल्या नाहीत तर?"", ""प्रोफेसर काहीतरी विचारले आणि मला उत्तरच नाही देता आलं तर?"" या विचारांनी पूर्ण दमून गेलेय. शरीर tension ने घट्ट झाल्यासारखं वाटतंय. एका जागी शांत बसूच शकत नाहीये. Relax होण्यासाठी marketing podcast ऐकायचा प्रयत्न केला, पण काही उपयोग झाला नाही. सगळं overload झाल्यासारखं वाटतंय.
","10,12,13,14,15,16"
"आज मैत्रिणीवर खूप चिडले, पण काही valid कारणही नव्हतं. ती फक्त project बद्दल बोलत होती, पण मी तिच्यावर कठोरपणे react केलं. लगेच guilty वाटलं, पण तेव्हा control राहिला नाही. सारखं असं वाटतंय की काहीतरी वाईट होणार आहे, पण काय तेच समजत नाहीये. Divert करायचा प्रयत्न केला तरी mind थांबतच नाहीये. आज दिवसभर heart pounding वाटत होतं. साध्या साध्या गोष्टींवर सुद्धा overthink करतेय—""प्रोफेसरना माझं उत्तर आवडलं का?"", ""आज हे कपडे घालायला नको होते का?"" काहीच थांबत नाही.
","10,11,12,13,14,15"
"आज फारच अस्वस्थ वाटतंय. कोणताही छोटासा आवाज खूप irritate करतोय. Café मध्ये बसले होते, आणि कोणीतरी खुर्ची ओढली, आवाज मोठा झाला आणि मी इतक्या जोरात दचकले की लोक माझ्याकडे बघायला लागले. खूप awkward वाटलं. Blog लिहायचा प्रयत्न केला, पण हात स्थिर बसत नव्हते. मनात विचार वेगाने फिरतायत, एकाच गोष्टीवर लक्ष केंद्रित करता येत नाहीये. एवढं सगळं असूनही शरीर relax होण्यास तयार नाही.
","10,11,12,13,14,15,16"
"Class मध्ये बसले होते आणि अचानक खूप overwhelmed वाटायला लागलं. Professor बोलत होते, पण माझ्या मनात फक्त assignments, deadlines आणि responsibilities यांचे विचार सुरू होते. शांत बसवत नव्हतं, म्हणून बाहेर गेले. Break घ्यायचा प्रयत्न केला, पण guilt वाटायला लागलं. शरीर ताठ झाल्यासारखं वाटतंय, typing करतानाही बोटं जड झाल्यासारखी वाटतायत. या विचारांच्या loop मधून बाहेर पडायचंय, पण काही कळत नाहीये.
","10,11,12,13,15,16"
"आज सगळं irritating वाटतंय—slow walkers, mobile वरचे notifications, आणि माझे स्वतःचे thoughts सुद्धा. Vlogging करून mind fresh करायचा try केला, but काही केल्या मजा नाही आली. मग माझ्या favorite café मध्ये गेले, वाटलं mood ठीक होईल, but तिथेही शांत बसवेना. सारखं जागा बदलणं, bag adjust करणं, phone वर उगाचच नजर टाकणं—body आणि mind काही settle होतच नाहीयेत. Deep breath घ्यायचा प्रयत्न केला की नवीन worry तयार!
","10,12,13,14,16"
"आज एका silly गोष्टीवर emotional झाले—लॅपटॉप चालू व्हायला वेळ घेत होता! एवढी छोटी गोष्ट, पण इतकी frustrate झाले की बंद करून निघून जावंसं वाटलं. सगळंच जड वाटतंय. To-do list मोठी आहे, पण त्यावर काम करायच्या ऐवजी मी उलट याचा stress घेतेय की वेळेत complete होणार नाही. I hate this feeling. मन आणि शरीर जणू एका विचित्र tension आणि थकव्याच्या loop मध्ये अडकून गेलंय.
","10,11,12,13,14,15,16"
"आज मुद्दाम break घेतला, but त्याचा काही उपयोग नाही झाला. Series बघत होते, but तरीही डोक्यात assignments, internship applications, आणि अगदी random गोष्टीही येत होत्या—जसं की मला फोनचं wallpaper बदलायला पाहिजे का! मी physically थकलेय, but mind काही slow होत नाहीये. Relax करायचं कसं, हेच विसरायला झालंय.
","10,11,12,13,14"
"आज vlog shoot करताना हात थरथरत होते. कसलीही भीती नव्हती, पण शरीर शांत बसायलाच तयार नाही. खांदे टाइट झालेत, पोटात काहीतरी weird वाटतंय. सारखं वाटतंय की मी पुरेसं करत नाहीये, मी मागे पडतेय… even though logically मला माहीत आहे की मी manage करतेय. पण हा stress काही जात नाही. पुन्हा आधीसारखं सगळं enjoy करता आलं असतं, असं सारखं वाटतंय.
","10,11,12,13,14,15,16"
"आज friend सोबतचं plan cancel केलं… कारण बस काहीच ठीक वाटत नव्हतं. आजारी नव्हते, पण socializing करावंसं वाटलं नाही. ती समजून घेईल, पण तरीही guilty वाटतंय. हल्ली प्रत्येक गोष्टीसाठी guilty वाटतं—मी काय बोलले, काय केलं, काय वेगळं करायला हवं होतं. Overthinking कधी थांबणार, हेच कळत नाहीये. शरीर तणावाखाली अडकून गेल्यासारखं वाटतंय. फक्त normal feel व्हायचंय पुन्हा एकदा…

","10,11,12,13,14,16"
P19,
"आज दिवस सुरू होण्यापूर्वीच थकवटा जाणवायला लागला. शरीर पण ऐकत नाहीये. गॅरेजमध्ये bike वर काम करायचं ठरवलं, पण काहीतरी विचित्र वाटत राहिलं... जसं काही काहीतरी वाईट घडणार आहे. डोक्यात फक्त college, final-year project आणि future workshop याच गोष्टी फिरत राहिल्या. एका गोष्टीवर लक्ष केंद्रितच करता येईना. Dad ने schedule बद्दल एक साधं विचारलं, आणि मी उगाच रागावलो. असं वागायला नको वाटतं, पण काही केलं तरी शांत बसता येत नाही. डोकं काहीच थांबायला तयार नाही!
","10,11,12,13,14,15,16"
"सकाळच्या lectures कंटाळवाण्या वाटत होत्या. सतत पाय हलवत बसलो. काहीतरी वाईट ऐकायला मिळणार आहे, असं वाटत राहिलं, पण त्याला काही कारण नव्हतं. मित्र मजा करत होते, पण मला सगळं irritating वाटत होतं. Lab मध्ये थोडा उशीर झाला, आणि त्यानेही frustration आलं. Exam, thyroid check-up, future बद्दल सतत डोकं चालूच होतं. संध्याकाळी ride ला गेलो, पण तरीही शरीर ताठच वाटत राहिलं. कधी एकदा मेंदू थोडा शांत बसेल असं झालंय.
","10,11,12,13,14,15,16"
"आज काहीच productive केलं नाही. Final-year project करताना पण असं वाटत राहिलं की मी चुकतोय. जास्त tension आलं की अस्वस्थ वाटतं, आणि मी जागेवरही नीट बसू शकत नाही. एक मित्र मदतीसाठी आला, आणि मी उगाच त्याच्यावर चिडलो. नंतर वाटलं की चुकतोय, पण त्याक्षणी कंट्रोलच राहिला नाही. शरीर सारखं ताणलेलं वाटतंय, आणि काहीतरी वाईट घडणार असं फील होत राहिलं. जुनी Marathi गाणी ऐकली, पण आज त्यातही मन रमलं नाही.
","10,11,12,13,14,15,16"
"सोप्या गोष्टीसुद्धा आता अवघड वाटायला लागल्या आहेत. assignment समोर उभा होतो, पण सुरुवातच नाही करता आली. सारखी बोटं हलवत राहिलो, अस्वस्थ वाटत होतं. थोडा वेळ हात थोडेसे shaky वाटले, आणि पोटही थोडं uneasy झालं. काही कारण नसताना असं वाटत होतं की कोणता तरी प्रॉब्लेम समोर येणार आहे. Mechanic चा call आला होता, repair साठी मदतीला बोलावत होता, पण energyच नव्हती. गाड्या आवडतात, पण आज काहीच करायची इच्छा नाही झाली. स्वतःवरच चिडचिड होतेय.
","10,11,12,13,14,16"
"आज पण असंच uneasy वाटत राहिलं. फोन सारखा check करत राहिलो, जसं काही कुठूनतरी वाईट news येणार आहे. Lecture मध्ये लक्ष लागत नव्हतं, सारखं project, health आणि future बद्दलच विचार करत बसलो. राग पटकन येतोय, patience नाही उरली. संध्याकाळी bike घेऊन बाहेर पडलो, पण त्याचाही काही फायदा नाही झाला. गाडीकडे बघत बसलो, आणि विचार करत राहिलो—खरंच माझ्या workshop चं स्वप्न पूर्ण होईल का?
","10,11,12,13,14,15,16"
"सकाळी उठतानाच थकल्यासारखं वाटत होतं. डोकं आधीच overthinking mode मध्ये होतं. Engine चा diagram काढायचा प्रयत्न केला, पण काही लक्ष लागत नव्हतं. काहीही झालं नसताना असं वाटत होतं की काहीतरी बरोबर नाहीये. शांत बसणं कठीण झालं, म्हणून walk ला गेलो, पण thoughts मागे लागलेच. प्रत्येक गोष्ट irritating वाटत होती—traffic, net slow असणं, मित्राचा हसण्याचा आवाजही. किती exhausting आहे हे सगळं!
","10,11,12,13,14,15"
"Group project meeting मध्येही लक्ष लागत नव्हतं. विचार सारखे भलत्याच गोष्टींकडे जात होते—presentation बिघडला तर? health बिघडली तर? Restless वाटत होतं, सतत seat मध्ये हलत होतो. हात थोडे shaky वाटले, छातीही जड वाटत होती. Music ऐकून relax होतो म्हणलं, पण तेही काम केलं नाही. सतत असंच tension मध्ये राहणं आता असह्य होतंय.
","10,12,13,14,15,16"
"आज प्रत्येक गोष्ट irritating वाटतेय. मित्रांचे नॉर्मल jokes पण त्रासदायक वाटले. एका मित्रावर उगाच चिडलो, आणि नंतर वाईट वाटलं. Overthinking थांबवायचं ठरवलं, पण जमलंच नाही. Project पूर्ण होईल का? माझ्या thyroid levels कधी normal होतील का? मी कधी normal वाटेन का? Cricket match पाहायचा प्रयत्न केला, पण 5 मिनिटांत bore झालो. एका जागी शांत बसणं जमतच नाहीये. डोळे मिटले तरी विचार सुरूच राहतात. कधीतरी हे सगळं थांबेल का?
","10,11,12,13,14,15"
"Weekend ला trekking ला जायचं ठरवलं होतं, पण आता नको वाटतंय. Exhaustion वाटेल का? काही गडबड होईल का? Worst-case scenariosच डोक्यात येतायत, आणि uneasy feel होतंय. हे सगळं आधी नव्हतं! मीच तर प्लॅन बनवायचो, आणि आता मला participate करायचंही वाटत नाहीये. मित्रांचा नकार देऊन हिरमोड करायचा नाही, पण जायचं म्हटलं तरी शरीर tense वाटतंय. करावं तरी काय?
","10,11,12,13,14,15,16"
"आजचा दिवस frustration ने भरलेला होता. Class मध्ये लक्ष द्यायचा प्रयत्न केला, पण विचार इकडून तिकडे उडत होते—health, assignments, past मधल्या random गोष्टी. सरांनी काही विचारलं, आणि मी blank झालो. सगळ्यांच्या नजरा माझ्यावर आल्यासारखं वाटलं. Embarrassing वाटलं. नंतर गॅरेजमध्ये bike वर काम करायला बसलो, काही वेळासाठी बरं वाटलं, पण तरीही nerves शांत झाल्या नाहीत. Even music ऐकतानाही tension सुटत नाहीये. डोकं आणि शरीर दोन्ही इतकं तणावाखाली का आहे?
","10,11,12,13,15,16"
"आज सकाळी उठल्यापासूनच uneasy वाटत होतं. काही कारण नसताना वाटत होतं की काहीतरी वाईट होणार आहे. हात थोडेसे shaky वाटले, आणि त्याने अजून टेन्शन आलं. Thyroid मुळे आहे का? की काहीतरी वेगळंच? शांत बसायचा प्रयत्न केला, पण नाही जमलं. जुनी Marathi गाणी ऐकली, पण आज काहीच feel झालं नाही. शरीर थकलंय, पण मेंदू काही शांत होत नाहीये.
","10,12,13,14,16"
"आज मित्राने सहज काहीतरी चिडवायला म्हणून बोललं, आणि मी उगाच चिडलो. नंतर माफी मागितली, पण guilt काही जात नाही. डोक्यात पुन्हा worries सुरू—health, future, studies. Project वर लक्ष केंद्रित करायचा प्रयत्न केला, पण बसलो तरी restless वाटत होतं. पाय हलवत राहिलो, बोटं टॅप करत राहिलो. असं वाटतंय की मेंदू आणि शरीराला एक सेकंदाचाही break मिळावा!
","10,11,12,13,14,15,16"
"आज ठरवलं होतं स्वतःसाठी थोडा वेळ काढायचा. एखादा जुना cricket match बघायचा किंवा bike वर काम करायचं. पण शांत बसायचं तर लांबच, relaxation कडे वळायच्या आधीच डोकं वेगळ्याच विचारांत गुंतून गेलं. चांगली job मिळेल का? तब्येत अजून बिघडली तर? पुन्हा नॉर्मल वाटेल का? हे विचार थांबतच नाहीत. स्वतःच्या हातात काहीच नाही असं वाटतंय. घरच्यांवर उगाच चिडलो आज. असं वागायला मला अजिबात आवडत नाही. मग नंतर guilt पण येतं. पण हे थांबवायचं कसं, तेच कळत नाही.
","10,11,12,13,14"
"आणखी एक restless दिवस. वाटलं होतं, bike वर काम केलं तर बरं वाटेल. पण तेही पूर्णपणे distract करू शकलं नाही. डोक्यात सतत exam, health, future याचं टेंशन फिरत राहिलं. आज लहान-लहान गोष्टी पण खूप irritate करत होत्या, अगदी लोक कसे बोलतायत ते पण! मला असं वागायला आवडत नाही. मी आधी chill असायचो, सहज सगळं handle करायचो. पण आता असं वाटतंय की माझं mind मला एक मिनिटसुद्धा शांत बसू देत नाही. बस्स! एकदा तरी normal वाटावं!
","10,11,12,13,14,15,16"
"कसं explain करावं माहित नाही, पण सतत tension असलेला feel होतोय. काहीही stress नसतानाही body relax होत नाही. कधी कधी हात पण shaky होतात, आणि त्याने अजून चिंता वाटते. काही serious problem तर नाही ना? हे विचार करणं सोडून द्यायचं आहे, पण प्रॉब्लेम हाच आहे—ते थांबतच नाहीत. कितीही स्वतःला समजावलं तरी काही फरक नाही. असं वाटतंय की माझंच mind माझ्याविरुद्ध काम करतंय. फक्त एक दिवस, एक दिवस तरी असा असावा, जेव्हा हे सगळं वाटणार नाही!
","10,11,12,13,14,16"
P20,
"मला का असं वाटतंय, माहित नाही. जेव्हा पुस्तकं उघडते, तेव्हा मन परत तिथेच जातं—कधी तरी त्यांच्याकडून ऐकायला मिळेल का की त्यांना माझा अभिमान आहे? कितीही मेहनत केली तरी अपुरीच वाटते. छातीत दडपण येतंय, शांत बसवत नाहीये. पेन सतत टॅप करतेय, खुर्चीत हलत राहतेय. हे विचार थांबवायचे आहेत, पण ते डोक्यात अडकून बसलेत. कदाचित मी जास्त विचार करतेय. पण खरंच मी त्यांच्या अपेक्षा पूर्ण करू शकणार नाही, तर? त्यांना निराश करण्याची भीती असह्य आहे.
","10,11,12,13,14,15,16"
"आणखी एक दिवस, आणि परत एकदा जाणवलं की मी काहीच महत्त्वाची नाही. आज आईला माझे टेस्टचे मार्क्स दिसले. किमान एखादं छान वाक्य तरी म्हणेल असं वाटलं होतं, पण नाही, तिने फक्त कुठे मार्क गेले तेच दाखवलं. पोटात गाठ बसलीय, हात गार पडलेत. स्वतःला समजावण्याचा प्रयत्न करतेय की काही नाही, पण विचार थांबतच नाहीत. मी कधी तरी ""योग्य"" ठरेन का? मला असं वाटतंय की काहीतरी वाईट होणार आहे, काहीही केलं तरीही. शांत बसायचंय, पण मेंदू शांतच होत नाही.
","10,11,12,13,14,15,16"
"आज painting मध्ये मन रमवायचा प्रयत्न केला. किमान रंग तरी जज करत नाहीत. पण तरीही हात थरथरत होते, मन शांत नव्हतं. कालच्या आईच्या बोलण्याचा रिप्ले चालूच होता. तिच्या शब्दांचा एवढा त्रास का होतोय? छोट्या भावाने painting बघायला मागितलं, तेव्हा रागाने बोलले. नको होतं तसं वागायला, पण सगळंच जड वाटतंय. अगदी शांत बसलं तरीही हृदय जोरात धडधडतंय. काहीतरी भयंकर होणार असं वाटतंय, पण काय, माहित नाही. हे सगळं नकोसं वाटतंय.
","10,11,12,13,14,15,16"
"बाबा हल्ली माझ्याकडे बघतही नाहीये असं वाटतंय. कदाचित मीच चुकीचं विचार करतेय, पण असं वाटतंय की त्याला काही फरकच पडत नाही. त्यांचा अभिमान वाटावा असं मला वाटतं, पण मी काहीच करू शकत नाहीये. आज study करायचा प्रयत्न केला, पण खुर्चीत सारखी हलत होते, लक्ष लागत नव्हतं. विचार सुटतच नव्हते—NEET fail झाले तर? त्यांचा respect मिळणार नाही तर? का कोण जाणे, पण काहीतरी वाईट होणारच आहे असं वाटतंय. मेंदू बंद पडावा असं वाटतंय.
","10,11,12,13,14,16"
"Pressure जबरदस्त वाटतोय. रात्री उशिरापर्यंत study केलं, पण कितीही वाचलं तरी अपुरं वाटतंय. आईला सांगायचा प्रयत्न केला, पण तिचं एकच उत्तर—""आणखी मेहनत कर."" जणू मी आधीच माझी limit ओलांडून नाही काम करत. राग येतोय, सगळं irritating वाटतंय. प्रत्येक लहान आवाज त्रास देतोय. शरीर ताठ झाल्यासारखं वाटतंय, मन शांतच होत नाहीये. काहीतरी भयंकर होणार असंच वाटतंय.
","10,11,12,13,14,15,16"
"शेवटचं कधी मनःशांती वाटली होती हे आठवतही नाही. आज पुन्हा एक कंटाळवाणा दिवस—study, study, आणि कोणाकडूनही एक encouraging शब्दही नाही. मन पूर्णपणे थकलंय. पेन धरताना हात थरथरतोय, एकाच जागी शांत बसवत नाहीये. फोकस करायचा प्रयत्न करतेय, पण काहीतरी वाईट घडणार आहे असं वाटतंय. मेंदू गप्प बसायलाच तयार नाही.
","10,11,12,13,14,15"
"आज बाबाशी patience सुटली. त्याने studies बद्दल काहीतरी म्हणलं, आणि मी त्याच्यावरच चिडले. लगेच पश्चात्ताप झाला, पण स्वतःला रोखू शकले नाही. माझ्यावर एक वेगळंच ओझं आहे, जे इतर कुणालाही दिसत नाहीये. कधीही अचानक हृदय धडधडतंय, इतकी restlessness वाटतेय की एका ठिकाणी बसणं पण अवघड झालंय. का कोण जाणे, पण काहीतरी वाईट घडणार असं सारखं वाटतंय.
","10,12,13,14,15,16"
"आज tutoring मध्ये लक्ष घालायचा प्रयत्न केला, पण मन परत तिथेच जात राहिलं. मी पुरेशी चांगली आहे का? मला कधी appreciation मिळेल का? पोटात दुखत होतं, हात थरथरत होते. हे विचार थांबवायचं प्रयत्न करतेय, पण ते अजूनच वाढत चाललेत.
","10,11,12,13,14,15"
"मी कितीही study केलं तरीही असं वाटतंय की मी fail होणार. प्रत्येक छोटी चूक मोठी वाटतेय. भविष्यात काय होईल याचा विचार करताना श्वास घाबरल्यासारखा होतोय. शरीर थकलंय, पण मेंदू थांबतच नाही.
","10,11,12,13,14,15,16"
"काहीही केलं तरी योग्य वाटत नाही. पूर्ण दिवस study केलं, पण अजूनही अपुरं वाटतंय. आईने विचारलं की revision केलं का, तेव्हा मी चिडले. नको होतं असं react करायला, पण सतत tension असतंय. खूप exhausting वाटतंय.
","10,11,12,13,15,16"
"असं वाटतंय की एका दोरावर चालतेय. एका चुकीमुळे सगळं कोसळेल. exam बद्दल सारखं विचार येतोय, आणि fail होण्याची भीती डोक्यातून जातच नाहीये. painting करायचा प्रयत्न केला, पण हात शांतच राहत नाहीयेत. आईने छोटीशी मदतीसाठी विचारलं, आणि मला चिडचिड झाली. तिला समजत नाही मी किती pressure मध्ये आहे. डोकं एवढं भरलंय की एकाच गोष्टीवर फोकसही करता येत नाहीये.
","10,12,13,14,16"
"आज class मध्ये अजिबात लक्ष लागलं नाही. मन एका विचारावरून दुसऱ्यावर उडी मारत होतं. मार्क्स कमी आले तर? सगळ्यांची अपेक्षा मी पूर्ण करू शकले नाही तर? विचार दूर करायचा प्रयत्न करतेय, पण ते परत परत येतात. बाबा म्हणाले, ""हल्ली खूप हरवलेली दिसतेस."" मी फक्त थकल्येय असं सांगितलं. खरं काय सांगू? खरं सांगितलं तर ते फक्त ""अजून मेहनत कर"" असंच म्हणतील.
","10,11,12,13,14,15,16"
"विचारांवर control राहिलाच नाहीये. सतत नको नकोसे विचार डोक्यात येतात. आज भावाशी उगाच चिडचिड केली. लगेच वाईट वाटलं, पण तेव्हा स्वतःला रोखू शकले नाही. डोकं भारी झालंय, जरा वेळ शांत राहायचंय. गाणी ऐकली, पण background ला ""मी पुरेशी चांगली आहे का?"" हाच विचार होता. जरा शांत वाटावं असं वाटतंय.
","10,11,12,13,14"
"आज पुन्हा एक exhausting दिवस. किती study बाकी आहे याचाच विचार येतोय, आणि त्याने अजूनच restless वाटतंय. फोकस करायचा प्रयत्न केला, पण परत चिडचिड झाली. झोपायचंय, पण डोळे मिटले की नवीन चिंता डोक्यात येते.
","10,11,12,13,14,15,16"
"पूर्णतः थकून गेलेय. डोकं जड झालंय, शरीर शांत होईना. Success चं pressure एवढं वाटतंय की छातीवर ओझं ठेवल्यासारखं वाटतंय. जरा शांत बसायचंय, पण मेंदू ऐकायलाच तयार नाही. कधी तरी सगळं बदलेल, पण आत्तातर यातून बाहेर पडणं अशक्य वाटतंय.
","10,11,12,13,14,16"
